model,calculusType,cell,alpha_0,beta_0,r_nucleus,D_t,radiation_type,particle,meanEnergy,meanEnergy_sigma,meanLET,meanLET_sigma,LETd,LETd_sigma,nFractions,timeSpacing,fracDeliveryTime,alpha,beta,alpha_sigma,beta_sigma
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF244.mixedField,7.68854,3.96462,0.0295253,0.0477195,0.106651,0.0388743,1,0,0,3.16892,0.00087317,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF245.mixedField,7.28918,3.91032,0.030887,0.0481206,0.105857,0.0378003,1,0,0,3.22435,0.000807145,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF246.mixedField,7.8714,4.13671,0.0321784,0.0533377,0.120589,0.0695417,1,0,0,2.9863,0.000693916,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF247.mixedField,7.4294,4.02774,0.0294562,0.0452172,0.0988676,0.0357055,1,0,0,3.41459,0.000854029,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF248.mixedField,7.50513,3.94544,0.030535,0.0485829,0.107833,0.0386583,1,0,0,3.16006,0.000819479,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF249.mixedField,7.22774,3.81626,0.0309825,0.0489334,0.108267,0.0390312,1,0,0,3.14034,0.000833684,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF250.mixedField,7.49415,3.86618,0.0292552,0.0469864,0.104719,0.0387624,1,0,0,3.21269,0.000918886,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF251.mixedField,7.59636,3.8046,0.0288149,0.0475162,0.10717,0.0403188,1,0,0,3.12471,0.000968678,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF252.mixedField,7.2013,3.87646,0.0298987,0.0460845,0.100931,0.036765,1,0,0,3.34173,0.000870601,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF253.mixedField,7.5836,3.96495,0.0314302,0.0505731,0.112806,0.039768,1,0,0,3.04425,0.000768395,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF254.mixedField,7.03347,3.84989,0.0313936,0.0478976,0.104471,0.0371389,1,0,0,3.26428,0.000796684,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF255.mixedField,6.97367,3.71871,0.0309205,0.0481173,0.105799,0.0385307,1,0,0,3.19974,0.000861274,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF256.mixedField,7.26422,3.91518,0.0335567,0.0527156,0.11637,0.0397695,1,0,0,2.99064,0.000680559,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF257.mixedField,7.64944,3.87617,0.0297487,0.0488694,0.110028,0.0403691,1,0,0,3.07741,0.000886367,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF258.mixedField,7.52312,3.97771,0.0324411,0.0518604,0.115345,0.0399164,1,0,0,3.00063,0.000716716,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF259.mixedField,7.58852,3.96447,0.0293171,0.0466655,0.103597,0.0378722,1,0,0,3.25323,0.000884866,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF260.mixedField,7.84629,4.04472,0.0292277,0.0473315,0.105877,0.0384559,1,0,0,3.19187,0.000869102,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF261.mixedField,7.43425,4.08645,0.0321115,0.049393,0.108086,0.0370633,1,0,0,3.2042,0.000701922,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF262.mixedField,7.87325,4.09125,0.030857,0.0500787,0.112131,0.0393796,1,0,0,3.06105,0.000766718,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF263.mixedField,7.58719,4.00369,0.0308388,0.0490627,0.108895,0.0385884,1,0,0,3.14576,0.000787711,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF264.mixedField,7.32384,3.8156,0.0301436,0.048061,0.106772,0.0390921,1,0,0,3.17027,0.000878095,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF265.mixedField,7.50093,4.01108,0.0302789,0.0473642,0.104369,0.0372719,1,0,0,3.26457,0.000814019,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF266.mixedField,7.36775,3.89475,0.0288274,0.0450352,0.0991832,0.0368122,1,0,0,3.37605,0.00093503,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF267.mixedField,7.42615,3.89198,0.0289679,0.0457114,0.101101,0.0374684,1,0,0,3.31265,0.000927901,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF268.mixedField,7.52662,3.90763,0.0275823,0.0435908,0.0964728,0.0366393,1,0,0,3.43078,0.00102039,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF269.mixedField,7.35543,3.95156,0.0342643,0.0542406,0.120127,0.0404695,1,0,0,2.91507,0.000645286,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF270.mixedField,7.74844,4.07424,0.0314152,0.0504552,0.11245,0.0391743,1,0,0,3.0682,0.000742667,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF271.mixedField,7.46177,3.76279,0.0271249,0.0437994,0.0978491,0.0381517,1,0,0,3.3513,0.0011092,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF272.mixedField,7.68036,4.06223,0.0313039,0.049913,0.110888,0.0387401,1,0,0,3.10638,0.000750462,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF273.mixedField,7.52423,3.82121,0.0280856,0.0454397,0.101603,0.0386415,1,0,0,3.2638,0.00101394,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF274.mixedField,7.64366,4.05757,0.0311767,0.0494437,0.10959,0.0383854,1,0,0,3.13354,0.000756814,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF275.mixedField,7.43178,3.92558,0.0314431,0.0499741,0.11087,0.0392145,1,0,0,3.09745,0.000776751,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF276.mixedField,7.64609,4.04459,0.0319545,0.0510704,0.113576,0.0393313,1,0,0,3.04197,0.000723161,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF277.mixedField,7.59562,3.77658,0.029391,0.0489592,0.110947,0.0414473,1,0,0,3.03465,0.000939487,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF278.mixedField,7.69214,3.93628,0.0284007,0.0494704,0.114572,0.114554,1,0,0,3.2662,0.000951606,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF279.mixedField,7.41123,3.74482,0.0274487,0.0442954,0.0989306,0.0384041,1,0,0,3.32431,0.00108917,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF280.mixedField,7.50796,3.93875,0.0296791,0.0470826,0.10437,0.0380059,1,0,0,3.2364,0.000870109,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF281.mixedField,7.57157,3.85533,0.0274236,0.0441055,0.0983588,0.0377297,1,0,0,3.35088,0.00105189,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF282.mixedField,7.62618,3.88573,0.0262579,0.0418852,0.093071,0.0363936,1,0,0,3.49731,0.00113656,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF283.mixedField,7.86102,4.09803,0.0294767,0.0473347,0.105488,0.0379059,1,0,0,3.2149,0.000839006,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF284.mixedField,7.65169,4.04806,0.0300434,0.0475453,0.105286,0.0376331,1,0,0,3.23527,0.000818433,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF285.mixedField,7.38906,3.85883,0.0282958,0.0445588,0.0984648,0.0370776,1,0,0,3.3797,0.000983833,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF286.mixedField,7.21445,3.7369,0.0293538,0.0467121,0.103689,0.0388258,1,0,0,3.22911,0.000956347,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF287.mixedField,7.53182,3.99399,0.0308923,0.0488875,0.108257,0.0383548,1,0,0,3.16386,0.000786925,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF288.mixedField,7.88191,3.92606,0.0294277,0.0492532,0.111863,0.0410689,1,0,0,3.02118,0.000892195,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF289.mixedField,7.26869,3.84405,0.0301813,0.0474245,0.104701,0.0381469,1,0,0,3.2291,0.000865964,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF290.mixedField,7.35323,3.81446,0.0287953,0.0457379,0.101445,0.038053,1,0,0,3.28804,0.000964109,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF291.mixedField,7.51261,4.02116,0.0310042,0.0486599,0.107374,0.0378354,1,0,0,3.19414,0.000773334,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF292.mixedField,7.50516,3.96753,0.0307183,0.0486764,0.107851,0.0384394,1,0,0,3.16871,0.00080324,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF293.mixedField,7.42138,3.73602,0.0264353,0.0424823,0.0947056,0.0375376,1,0,0,3.42981,0.00117884,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF294.mixedField,7.5786,4.10604,0.0302174,0.046771,0.10261,0.036277,1,0,0,3.32685,0.000791954,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF295.mixedField,7.69484,4.05332,0.0280551,0.0440751,0.0972979,0.0360219,1,0,0,3.43005,0.000939704,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF296.mixedField,7.51436,3.95751,0.0277954,0.0434139,0.095604,0.0359322,1,0,0,3.4687,0.000986784,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF297.mixedField,7.27234,3.8063,0.0304326,0.048403,0.107418,0.039744,1,0,0,3.15632,0.000868282,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF298.mixedField,7.71634,3.91918,0.0282817,0.0460143,0.103147,0.0386711,1,0,0,3.23957,0.000967746,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF299.mixedField,7.58475,4.08458,0.0297351,0.0461562,0.101381,0.0362412,1,0,0,3.34619,0.000823772,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF300.mixedField,7.68391,3.86353,0.0276316,0.0451365,0.101363,0.0387214,1,0,0,3.2633,0.00103364,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF301.mixedField,7.32494,3.9374,0.0304774,0.0473243,0.103961,0.0372691,1,0,0,3.27394,0.000821873,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF302.mixedField,7.43503,3.93605,0.0295716,0.0464228,0.102448,0.03736,1,0,0,3.2918,0.000876219,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF303.mixedField,7.72739,4.14904,0.0313101,0.0492974,0.108928,0.0376624,1,0,0,3.16859,0.000728018,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF304.mixedField,7.71871,4.07185,0.0295196,0.046765,0.103605,0.0372818,1,0,0,3.2695,0.000842725,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF305.mixedField,7.52148,3.82248,0.0301286,0.0493344,0.110912,0.0406548,1,0,0,3.05189,0.000879274,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF306.mixedField,7.79515,4.0438,0.0300299,0.0485216,0.10843,0.0388255,1,0,0,3.1439,0.000822744,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF307.mixedField,7.74641,4.00932,0.0306502,0.0497405,0.111371,0.0396095,1,0,0,3.06911,0.000798439,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF308.mixedField,7.73163,3.894,0.0274528,0.0447701,0.100464,0.0383758,1,0,0,3.28965,0.00103657,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF309.mixedField,7.88043,4.05035,0.0297542,0.048495,0.108794,0.039129,1,0,0,3.12817,0.000836796,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF310.mixedField,7.87015,3.99472,0.0290114,0.0476082,0.107137,0.0393054,1,0,0,3.14531,0.000897484,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF311.mixedField,7.65019,4.05399,0.0311141,0.049447,0.109696,0.0384747,1,0,0,3.13407,0.000761596,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF312.mixedField,7.83746,4.08188,0.029542,0.0474751,0.105836,0.038054,1,0,0,3.21013,0.000839613,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF313.mixedField,7.7774,4.12984,0.0283444,0.0443751,0.0978165,0.035705,1,0,0,3.43035,0.000896999,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF314.mixedField,7.72901,4.07742,0.0305008,0.0485943,0.107922,0.0381592,1,0,0,3.17225,0.000787383,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF315.mixedField,7.87458,4.06654,0.0324117,0.0532919,0.120035,0.0412028,1,0,0,2.89398,0.000699674,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF316.mixedField,8.14088,4.07811,0.0285353,0.0475092,0.107635,0.0395215,1,0,0,3.13419,0.000902865,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF317.mixedField,7.94715,4.07768,0.0274488,0.0442298,0.0987189,0.0369307,1,0,0,3.36735,0.00097703,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF318.mixedField,7.42027,3.90293,0.0314739,0.0502115,0.111578,0.0395513,1,0,0,3.07707,0.000781349,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF319.mixedField,7.99146,4.14121,0.0297513,0.0482266,0.107926,0.0384581,1,0,0,3.15618,0.000811871,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF320.mixedField,7.90118,4.05442,0.0312364,0.0514026,0.115825,0.0405955,1,0,0,2.97715,0.000757307,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF321.mixedField,7.96159,4.11773,0.0284294,0.045783,0.102159,0.0373615,1,0,0,3.2912,0.00089617,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF322.mixedField,8.19803,4.17416,0.0267904,0.043492,0.097396,0.036581,1,0,0,3.40308,0.000995399,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF323.mixedField,7.81846,4.12908,0.0306501,0.0489129,0.108708,0.0381253,1,0,0,3.15847,0.000766702,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF324.mixedField,8.20219,4.23498,0.0282877,0.0457936,0.102421,0.0371423,1,0,0,3.29663,0.000874804,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF325.mixedField,8.30921,4.23466,0.0280024,0.0458884,0.103201,0.0376537,1,0,0,3.26499,0.000893832,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF326.mixedField,8.42418,4.08089,0.0245286,0.0411368,0.0935189,0.0372184,1,0,0,3.45169,0.00122447,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF327.mixedField,8.3285,4.25405,0.0283839,0.0465436,0.104706,0.0378577,1,0,0,3.22643,0.00086452,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF328.mixedField,8.56252,4.30598,0.0274316,0.0455608,0.103103,0.0377767,1,0,0,3.25978,0.00091265,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF329.mixedField,8.19007,4.04713,0.0289751,0.0490182,0.111901,0.0409082,1,0,0,3.02486,0.000884044,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF330.mixedField,7.56037,3.90674,0.0271828,0.0430522,0.0953691,0.0365111,1,0,0,3.4505,0.00105164,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF331.mixedField,8.47321,4.16281,0.0254237,0.0424504,0.096304,0.0372829,1,0,0,3.39379,0.00111096,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF332.mixedField,7.76625,4.14284,0.03022,0.0476303,0.105291,0.0371184,1,0,0,3.24876,0.000784332,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF333.mixedField,7.78486,3.9781,0.0302202,0.0495393,0.111429,0.0400815,1,0,0,3.05525,0.000830671,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF334.mixedField,8.13001,4.0278,0.0273735,0.0456893,0.103634,0.0391043,1,0,0,3.21285,0.000997346,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF335.mixedField,8.44151,4.30323,0.0268785,0.0438261,0.0983382,0.0364051,1,0,0,3.39463,0.000951125,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF336.mixedField,8.15383,4.04959,0.0324025,0.0554634,0.127339,0.0438707,1,0,0,2.73388,0.000704194,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF337.mixedField,8.81657,4.12899,0.0260973,0.0460753,0.107444,0.0411898,1,0,0,3.08024,0.00106173,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF338.mixedField,8.33661,4.0351,0.0270134,0.0461328,0.105798,0.0402085,1,0,0,3.14105,0.00102243,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF339.mixedField,8.2693,3.99719,0.0283121,0.0487521,0.112261,0.0417806,1,0,0,2.99812,0.00094067,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF340.mixedField,8.37487,4.27902,0.0269405,0.0437964,0.0981389,0.0363704,1,0,0,3.40052,0.000953176,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF341.mixedField,8.5316,4.23341,0.0273677,0.045968,0.104578,0.0386624,1,0,0,3.20123,0.000937382,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF342.mixedField,8.71548,4.17482,0.0280898,0.0491123,0.113958,0.0418228,1,0,0,2.96134,0.000904206,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF343.mixedField,8.25379,4.13141,0.0288187,0.0481965,0.109423,0.0397639,1,0,0,3.09712,0.000871015,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF344.mixedField,8.6364,4.4652,0.0272753,0.0441877,0.0988622,0.0357144,1,0,0,3.40698,0.000878847,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF345.mixedField,8.3804,4.05616,0.0257268,0.0435659,0.0995015,0.0387174,1,0,0,3.28676,0.00112088,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF346.mixedField,8.51378,3.93949,0.0289284,0.0522586,0.123332,0.0456594,1,0,0,2.74605,0.000914083,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF347.mixedField,8.60894,4.5088,0.0290851,0.0470452,0.105181,0.0365707,1,0,0,3.2596,0.000761286,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF348.mixedField,8.46219,4.20589,0.0292142,0.049471,0.112988,0.040475,1,0,0,3.01939,0.000828183,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF349.mixedField,8.39117,3.9561,0.0246098,0.0423105,0.0973524,0.039206,1,0,0,3.30435,0.00126281,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF350.mixedField,8.41464,4.18518,0.0296923,0.0503347,0.11502,0.0409373,1,0,0,2.97135,0.000806611,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF351.mixedField,8.80864,4.61998,0.029271,0.0474788,0.106284,0.0364761,1,0,0,3.24353,0.00072322,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF352.mixedField,8.40768,4.09385,0.0269731,0.0458642,0.104959,0.0396782,1,0,0,3.17005,0.00100718,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF353.mixedField,8.36757,4.36351,0.0304744,0.0496303,0.111302,0.0383259,1,0,0,3.09862,0.00072373,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF354.mixedField,8.40785,4.29298,0.0291344,0.0480688,0.108443,0.0385315,1,0,0,3.14652,0.000810721,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF355.mixedField,8.68864,4.35131,0.0275065,0.0459921,0.104407,0.0380282,1,0,0,3.222,0.000895159,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF356.mixedField,8.82042,4.11877,0.0268725,0.0478241,0.111983,0.0423111,1,0,0,2.97607,0.00100362,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF357.mixedField,8.33874,4.16163,0.0314809,0.0535944,0.122722,0.0424508,1,0,0,2.82972,0.000721679,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF358.mixedField,8.3648,4.19104,0.0266049,0.0439198,0.0991085,0.0373312,1,0,0,3.34826,0.00100502,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF359.mixedField,8.63084,4.20241,0.028413,0.0489568,0.112768,0.041019,1,0,0,3.00102,0.000876942,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF360.mixedField,8.55435,4.28726,0.0284861,0.047758,0.108554,0.0390747,1,0,0,3.12197,0.000850574,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF361.mixedField,8.36796,4.12976,0.0276597,0.0466305,0.106272,0.0394879,1,0,0,3.155,0.000946995,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF362.mixedField,9.01002,4.5565,0.0272442,0.0453211,0.102636,0.0368492,1,0,0,3.29183,0.000853148,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF363.mixedField,9.22206,4.5577,0.0299371,0.0517813,0.119502,0.0408633,1,0,0,2.90604,0.000704667,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF364.mixedField,8.53227,4.24683,0.0251078,0.0413714,0.0932775,0.0360208,1,0,0,3.50384,0.00111063,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF365.mixedField,8.97338,4.49436,0.0274095,0.0460235,0.104688,0.0376931,1,0,0,3.23353,0.000858298,0,0
